# ell tt ee te bb
8.700000000000000000e+01 1.959971836038824966e+00 4.870896027017745131e-04 -1.254488934007429342e-02 0.000000000000000000e+00
8.800000000000000000e+01 1.939535496812806237e+00 4.889747901416696338e-04 -1.277248655460563355e-02 0.000000000000000000e+00
8.900000000000000000e+01 1.919677323319294526e+00 4.906783601306912530e-04 -1.299178892868716774e-02 0.000000000000000000e+00
9.000000000000000000e+01 1.900370329032375905e+00 4.921977371741304312e-04 -1.320289709410493728e-02 0.000000000000000000e+00
9.100000000000000000e+01 1.881595498999841576e+00 4.935336941230402882e-04 -1.340575600645878274e-02 0.000000000000000000e+00
9.200000000000000000e+01 1.863332664880118728e+00 4.946858588903001609e-04 -1.360057806392231915e-02 0.000000000000000000e+00
9.300000000000000000e+01 1.845574163798256562e+00 4.956542161726532319e-04 -1.378736342840834565e-02 0.000000000000000000e+00
9.400000000000000000e+01 1.828296610306803904e+00 4.964405669181953416e-04 -1.396633211273067519e-02 0.000000000000000000e+00
9.500000000000000000e+01 1.811493257340659691e+00 4.970447567558118574e-04 -1.413749166068245175e-02 0.000000000000000000e+00
9.600000000000000000e+01 1.795142257885355752e+00 4.974678810325681077e-04 -1.430090918903149759e-02 0.000000000000000000e+00
9.700000000000000000e+01 1.779227859664280764e+00 4.977106846401807604e-04 -1.445665619357200393e-02 0.000000000000000000e+00
9.800000000000000000e+01 1.763739834544696850e+00 4.977735951565660311e-04 -1.460480796844206182e-02 0.000000000000000000e+00
9.900000000000000000e+01 1.748649385369801079e+00 4.976581674269688798e-04 -1.474539593670066810e-02 0.000000000000000000e+00
1.000000000000000000e+02 1.733952595156448284e+00 4.973674332224994020e-04 -1.487845805648689221e-02 0.000000000000000000e+00
1.010000000000000000e+02 1.719631505962305074e+00 4.969025531177003168e-04 -1.500403625360875737e-02 0.000000000000000000e+00
1.020000000000000000e+02 1.705672396661896295e+00 4.962602417562007743e-04 -1.512230375288884342e-02 0.000000000000000000e+00
1.030000000000000000e+02 1.692053184248091036e+00 4.954507051943836090e-04 -1.523312204372778526e-02 0.000000000000000000e+00
1.040000000000000000e+02 1.678761618745397088e+00 4.944664702699122505e-04 -1.533662765135606135e-02 0.000000000000000000e+00
1.050000000000000000e+02 1.665781814734982991e+00 4.933133886418520969e-04 -1.543282902358035155e-02 0.000000000000000000e+00
1.060000000000000000e+02 1.653098727837713389e+00 4.919929441745517088e-04 -1.552170056231128373e-02 0.000000000000000000e+00
1.070000000000000000e+02 1.640698104333039975e+00 4.905107250654945064e-04 -1.560334731793853319e-02 0.000000000000000000e+00
1.080000000000000000e+02 1.628562469374697175e+00 4.888641503607155103e-04 -1.567779480640072928e-02 0.000000000000000000e+00
1.090000000000000000e+02 1.616687014472437678e+00 4.870587741596153308e-04 -1.574503499155036068e-02 0.000000000000000000e+00
1.100000000000000000e+02 1.605055549523027425e+00 4.850922666350902649e-04 -1.580518216926696251e-02 0.000000000000000000e+00
1.110000000000000000e+02 1.593656544039717904e+00 4.829701262987366522e-04 -1.585831188509925424e-02 0.000000000000000000e+00
1.120000000000000000e+02 1.582482740381669695e+00 4.806976151663771841e-04 -1.590439042544955495e-02 0.000000000000000000e+00
1.130000000000000000e+02 1.571523550500699251e+00 4.782725246226551233e-04 -1.594357413817742639e-02 0.000000000000000000e+00
1.140000000000000000e+02 1.560768964819950533e+00 4.756965025054128303e-04 -1.597587222073765245e-02 0.000000000000000000e+00
1.150000000000000000e+02 1.550209659892227920e+00 4.729782375159539910e-04 -1.600136814913229177e-02 0.000000000000000000e+00
1.160000000000000000e+02 1.539840254245785189e+00 4.701190846063423479e-04 -1.602014546886044305e-02 0.000000000000000000e+00
1.170000000000000000e+02 1.529652180836472031e+00 4.671170498207893873e-04 -1.603225416684167168e-02 0.000000000000000000e+00
1.180000000000000000e+02 1.519633962407714645e+00 4.639803652434395641e-04 -1.603774661111304761e-02 0.000000000000000000e+00
1.190000000000000000e+02 1.509781271406278824e+00 4.607102972886978625e-04 -1.603674265172233895e-02 0.000000000000000000e+00
1.200000000000000000e+02 1.500086711579909915e+00 4.573113543641384691e-04 -1.602929539388093030e-02 0.000000000000000000e+00
1.210000000000000000e+02 1.490543237119587472e+00 4.537846959246766006e-04 -1.601545974140467996e-02 0.000000000000000000e+00
1.220000000000000000e+02 1.481141023689993563e+00 4.501346194082201735e-04 -1.599535438642610968e-02 0.000000000000000000e+00
1.230000000000000000e+02 1.471876882251105911e+00 4.463652454828947536e-04 -1.596903418641047387e-02 0.000000000000000000e+00
1.240000000000000000e+02 1.462744707291557811e+00 4.424775154370190608e-04 -1.593655534190844061e-02 0.000000000000000000e+00
1.250000000000000000e+02 1.453735712344196296e+00 4.384783285070312686e-04 -1.589803448849372650e-02 0.000000000000000000e+00
1.260000000000000000e+02 1.444847398941082162e+00 4.343684046043367686e-04 -1.585355636560607101e-02 0.000000000000000000e+00
1.270000000000000000e+02 1.436071615478476726e+00 4.301542771438620879e-04 -1.580317680823054363e-02 0.000000000000000000e+00
1.280000000000000000e+02 1.427403549241855751e+00 4.258366349825026885e-04 -1.574701158447197602e-02 0.000000000000000000e+00
1.290000000000000000e+02 1.418841409568377898e+00 4.214217983309406367e-04 -1.568514635300636770e-02 0.000000000000000000e+00
1.300000000000000000e+02 1.410377957896219003e+00 4.169102930225826432e-04 -1.561763821149749973e-02 0.000000000000000000e+00
1.310000000000000000e+02 1.402006320855208266e+00 4.123080787714027140e-04 -1.554459873573569434e-02 0.000000000000000000e+00
1.320000000000000000e+02 1.393727946738782419e+00 4.076208228879759439e-04 -1.546611006165448353e-02 0.000000000000000000e+00
1.330000000000000000e+02 1.385533660029114378e+00 4.028486776501403500e-04 -1.538227933474801620e-02 0.000000000000000000e+00
1.340000000000000000e+02 1.377422507325757328e+00 3.980021630561507776e-04 -1.529315936421342913e-02 0.000000000000000000e+00
1.350000000000000000e+02 1.369388452070386064e+00 3.930785250611465724e-04 -1.519890502998572264e-02 0.000000000000000000e+00
1.360000000000000000e+02 1.361430766719792018e+00 3.880852384544055626e-04 -1.509954032301839139e-02 0.000000000000000000e+00
1.370000000000000000e+02 1.353543779523408874e+00 3.830244562072363597e-04 -1.499516516409216994e-02 0.000000000000000000e+00
1.380000000000000000e+02 1.345724530589439194e+00 3.779031173562850802e-04 -1.488590125216225288e-02 0.000000000000000000e+00
1.390000000000000000e+02 1.337967787123757191e+00 3.727230091569362115e-04 -1.477184243722051704e-02 0.000000000000000000e+00
1.400000000000000000e+02 1.330275665317734335e+00 3.674882186950886929e-04 -1.465308021632292373e-02 0.000000000000000000e+00
1.410000000000000000e+02 1.322640800195322264e+00 3.622073002627939275e-04 -1.452972711675062228e-02 0.000000000000000000e+00
1.420000000000000000e+02 1.315060797653867741e+00 3.568791678343052605e-04 -1.440184617971448228e-02 0.000000000000000000e+00
1.430000000000000000e+02 1.307535629823933787e+00 3.515096223813765912e-04 -1.426956761728946470e-02 0.000000000000000000e+00
1.440000000000000000e+02 1.300058532851944726e+00 3.461041719566289678e-04 -1.413297235303119688e-02 0.000000000000000000e+00
1.450000000000000000e+02 1.292629696552583640e+00 3.406636368570363461e-04 -1.399211732198177988e-02 0.000000000000000000e+00
1.460000000000000000e+02 1.285240574678730097e+00 3.351953369535286015e-04 -1.384714576280546804e-02 0.000000000000000000e+00
1.470000000000000000e+02 1.277889492299772778e+00 3.297040704745799475e-04 -1.369808825483001535e-02 0.000000000000000000e+00
1.480000000000000000e+02 1.270572726273764275e+00 3.241922766052210436e-04 -1.354506063679090239e-02 0.000000000000000000e+00
1.490000000000000000e+02 1.263286731602436985e+00 3.186643650804382353e-04 -1.338813299698021070e-02 0.000000000000000000e+00
1.500000000000000000e+02 1.256028132921151785e+00 3.131245228823120665e-04 -1.322737381377259505e-02 0.000000000000000000e+00
1.510000000000000000e+02 1.248791682892590904e+00 3.075767250522435563e-04 -1.306289067117218095e-02 0.000000000000000000e+00
1.520000000000000000e+02 1.241580376783545381e+00 3.020247732660613377e-04 -1.289478771306440223e-02 0.000000000000000000e+00
1.530000000000000000e+02 1.234390920906186073e+00 2.964743684733220797e-04 -1.272316639155592587e-02 0.000000000000000000e+00
1.540000000000000000e+02 1.227224045313148659e+00 2.909309470643087659e-04 -1.254816405163325550e-02 0.000000000000000000e+00
1.550000000000000000e+02 1.220078501514092029e+00 2.853958053511333032e-04 -1.236985483321850418e-02 0.000000000000000000e+00
1.560000000000000000e+02 1.212956904915247325e+00 2.798758871840971419e-04 -1.218836792509189054e-02 0.000000000000000000e+00
1.570000000000000000e+02 1.205854201982412999e+00 2.743721361742133933e-04 -1.200378994356773171e-02 0.000000000000000000e+00
1.580000000000000000e+02 1.198773013534760290e+00 2.688928727097312631e-04 -1.181622324360642046e-02 0.000000000000000000e+00
1.590000000000000000e+02 1.191710316464203334e+00 2.634386549012138331e-04 -1.162576652047382468e-02 0.000000000000000000e+00
1.600000000000000000e+02 1.184665039724212221e+00 2.580154373216224937e-04 -1.143253307625616624e-02 0.000000000000000000e+00
1.610000000000000000e+02 1.177632577654695201e+00 2.526270794691932216e-04 -1.123659615756723851e-02 0.000000000000000000e+00
1.620000000000000000e+02 1.170612077806719054e+00 2.472772373311238401e-04 -1.103807970419950005e-02 0.000000000000000000e+00
1.630000000000000000e+02 1.163602723561716346e+00 2.419728648774893080e-04 -1.083703298424701540e-02 0.000000000000000000e+00
1.640000000000000000e+02 1.156600282944675318e+00 2.367136625454044937e-04 -1.063359026209853390e-02 0.000000000000000000e+00
1.650000000000000000e+02 1.149605835173106883e+00 2.315044374127375932e-04 -1.042781227845385357e-02 0.000000000000000000e+00
1.660000000000000000e+02 1.142617037504827238e+00 2.263497467254232053e-04 -1.021980841045357080e-02 0.000000000000000000e+00
1.670000000000000000e+02 1.135633318928852997e+00 2.212539093416368249e-04 -1.000966718972453977e-02 0.000000000000000000e+00
1.680000000000000000e+02 1.128654133076265831e+00 2.162210166273476400e-04 -9.797523214924481680e-03 0.000000000000000000e+00
1.690000000000000000e+02 1.121678957168181112e+00 2.112549428316978805e-04 -9.583456906493674141e-03 0.000000000000000000e+00
1.700000000000000000e+02 1.114707291012112522e+00 2.063577494065810378e-04 -9.367561804867634290e-03 0.000000000000000000e+00
1.710000000000000000e+02 1.107737069151153664e+00 2.015345484467946646e-04 -9.149927884069802148e-03 0.000000000000000000e+00
1.720000000000000000e+02 1.100771025868117148e+00 1.967886193240536978e-04 -8.930657380466449843e-03 0.000000000000000000e+00
1.730000000000000000e+02 1.093805567082798413e+00 1.921230611376649076e-04 -8.709833017889391515e-03 0.000000000000000000e+00
1.740000000000000000e+02 1.086840326965207604e+00 1.875408008618682603e-04 -8.487549711448973133e-03 0.000000000000000000e+00
1.750000000000000000e+02 1.079876471466171051e+00 1.830476318730830563e-04 -8.263928974930093499e-03 0.000000000000000000e+00
1.760000000000000000e+02 1.072912117239998464e+00 1.786445588422726888e-04 -8.039042444256922632e-03 0.000000000000000000e+00
1.770000000000000000e+02 1.065946988332124423e+00 1.743369711366151949e-04 -7.812974518972826826e-03 0.000000000000000000e+00
1.780000000000000000e+02 1.058979521972622129e+00 1.701271307730752090e-04 -7.585823560868422237e-03 0.000000000000000000e+00
1.790000000000000000e+02 1.052011163248379289e+00 1.660171827547387983e-04 -7.357670159124834151e-03 0.000000000000000000e+00
1.800000000000000000e+02 1.045041861648466019e+00 1.620120064502458888e-04 -7.128620391627782729e-03 0.000000000000000000e+00
1.810000000000000000e+02 1.038070152362490228e+00 1.581148135172572727e-04 -6.898776038665559163e-03 0.000000000000000000e+00
1.820000000000000000e+02 1.031097437675498885e+00 1.543286374643277063e-04 -6.668220740469933509e-03 0.000000000000000000e+00
1.830000000000000000e+02 1.024123673633699383e+00 1.506549552973353615e-04 -6.437048645194333625e-03 0.000000000000000000e+00
1.840000000000000000e+02 1.017147447395626791e+00 1.470978833008622540e-04 -6.205363791775741523e-03 0.000000000000000000e+00
1.850000000000000000e+02 1.010170120051810949e+00 1.436613214843433025e-04 -5.973211703483961160e-03 0.000000000000000000e+00
